Gene	HT_Pvalue	MS_Pvalue	Known_MS_gene	known_HT_gene
HNRNPAB	0.537	0.161		
GOPC	0.537	0.172		
TUBB1	0.537	0.286		
SH3GL3	0.537	0.345		
C6orf81	0.537	0.387		
PTCD3	0.537	0.422		
ADH1A	0.537	0.677		
DSC3	0.537	0.686		
CLEC5A	0.537	0.688		
C11orf16	0.537	0.86		
NR1I3	0.537	0.932		
MYSM1	0.537	0.963		
CLEC1B	0.538	0.07197		
DR1	0.538	0.07664		
SC4MOL	0.538	0.09609		
CLEC4D	0.538	0.234		
UST	0.538	0.407		
PTK2B	0.538	0.538		
KRT4	0.538	0.612		
DHTKD1	0.538	0.681		
RNF32	0.538	0.737		
CDC40	0.538	0.774		
PCNXL2	0.538	0.793		
NT5DC3	0.538	0.909		
CDX2	0.538	0.916		
CLEC6A	0.538	0.917		
HEMGN	0.539	0.01433		
RNF19B	0.539	0.105		
DENND4A	0.539	0.12		
ZBTB24	0.539	0.135		
ZYG11B	0.539	0.28		
UBASH3A	0.539	0.299		
OR1A2	0.539	0.476		
FGD4	0.539	0.721		
GPR12	0.539	0.729		
NOBOX	0.539	0.756		
C21orf7	0.539	0.768		
MCEE	0.539	0.919		
PIK3IP1	0.54	0.06473		
SLC5A8	0.54	0.0701		
SLC12A6	0.54	0.09825		
DAB1	0.561	0.296	YES	
KRT82	0.54	0.41		
LAMA2	0.54	0.561		
LAMB4	0.54	0.565		
NANP	0.54	0.576		
CD93	0.54	0.657		
MRPL9	0.54	0.767		
CNTD1	0.54	0.918		
DCBLD1	0.541	0.04057		
PAPPA2	0.541	0.111		
EARS2	0.541	0.277		
AOC3	0.541	0.312		
RASL12	0.541	0.333		
AGPAT4	0.541	0.34		
POLR1A	0.541	0.511		
RNF8	0.541	0.601		
C11orf17	0.541	0.625		
C17orf66	0.541	0.77		
PWP1	0.541	0.773		
NFASC	0.541	0.782		
CCDC56	0.541	0.918		
KBTBD5	0.541	0.936		
ANP32C	0.541	0.989		
IL21R	0.542	0.104		
HDLBP	0.542	0.234		
STC2	0.542	0.247		
TIFA	0.542	0.248		
VSTM2L	0.542	0.289		
JAZF1	0.301	0.298	YES	
C10orf33	0.542	0.821		
MDC1	0.543	0.000221		
PUM2	0.01474	0.303	YES	
NHEDC2	0.543	0.023		
MIST	0.543	0.126		
NRXN1	0.559	0.303	YES	
EMILIN2	0.543	0.271		
PRH1	0.543	0.287		
PRHOXNB	0.543	0.384		
PIGH	0.543	0.561		
FAM24B	0.543	0.618		
RDH13	0.543	0.656		
FLT1	0.543	0.709		
RPGRIP1	0.543	0.94		
MRPL44	0.543	0.982		
MAPKAPK3	0.544	0.00283		
FBXW7	0.544	0.173		
MAGOH	0.544	0.301		
PTPRZ1	0.544	0.311		
NCAM2	0.544	0.321		
CYP2C8	0.544	0.583		
LOC54103	0.544	0.603		
UHRF1BP1	0.544	0.73		
RANBP17	0.544	0.965		
TAS2R9	0.545	0.09026		
BDKRB2	0.545	0.09617		
SDPR	0.545	0.334		
MMP14	0.545	0.563		
MCF2L	0.546	0.13		
SUMF1	0.546	0.133		
BIRC5	0.546	0.201		
AMBRA1	0.546	0.214		
ACSL3	0.546	0.241		
PLA2G6	0.546	0.244		
TPM4	0.546	0.274		
NLRP10	0.546	0.32		
GP6	0.546	0.57		
IQCF3	0.546	0.58		
SLCO6A1	0.546	0.746		
LZTR1	0.546	0.762		
PDE4B	0.979	0.303	YES	
CISH	0.547	0.0032		
BAZ2B	0.196	0.304	YES	
ARHGEF4	0.547	0.05782		
CAND1	0.547	0.144		
F2RL3	0.547	0.214		
AXUD1	0.547	0.302		
CENPA	0.547	0.388		
VWF	0.547	0.572		
C14orf119	0.547	0.63		
RELT	0.547	0.697		
IPO13	0.547	0.784		
PNPLA8	0.547	0.949		
CACNA1S	0.548	0.00101		
CYB561D2	0.548	0.001593		
NUDC	0.548	0.02		
GRM1	0.548	0.283		
SPRR2F	0.548	0.328		
DSG3	0.548	0.413		
CD70	0.548	0.465		
RFC1	0.548	0.496		
C1orf83	0.548	0.633		
PTCRA	0.548	0.696		
IL32	0.548	0.72		
IL1F9	0.548	0.743		
TRAPPC3	0.548	0.755		
SEMA4D	0.549	0.108		
OR5K2	0.549	0.324		
MKS1	0.549	0.413		
LNP1	0.549	0.433		
MEGF10	0.549	0.498		
FAM174B	0.549	0.571		
IGSF5	0.549	0.941		
BDNF	0.55	0.04853		
KIAA0101	0.55	0.214		
HERC1	0.55	0.335		
MAP3K5	0.55	0.379		
SAP18	0.55	0.656		
KIAA1804	0.55	0.681		
CRYGA	0.55	0.87		
C3orf31	0.55	0.908		
RPP21	0.551	0.00247		
FUT11	0.551	0.01285		
SELE	0.579	0.306	YES	
CCDC85B	0.551	0.04959		
SPAG8	0.551	0.05586		
PRRT2	0.551	0.105		
TAF8	0.551	0.396		
C8orf41	0.551	0.48		
EXOSC2	0.551	0.565		
STX18	0.844	0.308	YES	
PRDM4	0.551	0.83		
TRIM68	0.551	0.885		
ETV7	0.552	0.000071		
FLOT1	0.552	0.000521		
FOSL1	0.552	0.00701		
ALMS1	0.552	0.166		
CLDND1	0.552	0.199		
ZNF347	0.552	0.215		
GZMA	0.552	0.218		
FMO2	0.552	0.227		
RSAD2	0.552	0.262		
CWF19L1	0.552	0.416		
OR4X1	0.552	0.468		
JTB	0.552	0.628		
FTSJ3	0.552	0.644		
ART3	0.685	0.312	YES	
LMF1	0.553	0.04746		
TMED7	0.553	0.06539		
ZNF665	0.553	0.176		
SIN3B	0.553	0.217		
IL26	0.553	0.258		
C4orf16	0.553	0.306		
LENG8	0.553	0.369		
MTF2	0.553	0.401		
ZNF160	0.553	0.486		
C15orf15	0.553	0.553		
H2AFJ	0.553	0.561		
C1orf177	0.553	0.735		
ERLIN1	0.553	0.74		
DEFB127	0.553	0.761		
C9orf50	0.553	0.774		
AIFM3	0.553	0.779		
ECT2	0.553	0.87		
P2RX6	0.553	0.879		
ANGPT2	0.554	0.04901		
FAM22F	0.554	0.05197		
DIDO1	0.554	0.08204		
HSD17B2	0.554	0.131		
C1orf123	0.554	0.25		
HS3ST3B1	0.554	0.405		
DSCR3	0.554	0.474		
TUSC3	0.554	0.536		
PPP1R12C	0.554	0.641		
SLC31A1	0.554	0.698		
PCDH15	0.554	0.857		
CAMSAP1L1	0.555	0.0235		
ANXA10	0.555	0.27		
OAZ3	0.555	0.286		
SSTR2	0.555	0.352		
MRPS28	0.555	0.49		
OR4B1	0.555	0.497		
SPRYD5	0.555	0.497		
IL1F6	0.555	0.667		
NRIP1	0.555	0.819		
CLCC1	0.555	0.881		
LOC389073	0.555	0.888		
SCLT1	0.855	0.312	YES	
RAPGEF2	0.148	0.313	YES	
LMO2	0.556	0.06669		
SPC24	0.556	0.144		
SPRR2E	0.556	0.298		
SYT12	0.556	0.354		
TPM1	0.556	0.358		
LECT2	0.556	0.389		
IL9	0.556	0.423		
OR8H2	0.556	0.458		
BRMS1	0.556	0.47		
ZNF773	0.556	0.592		
OR10A3	0.556	0.601		
FOXB2	0.556	0.634		
RAB13	0.556	0.667		
EPS8L1	0.556	0.668		
GLUL	0.556	0.789		
RAVER2	0.557	0.001834		
DOCK3	0.557	0.00211		
FBLIM1	0.961	0.321	YES	
C9orf127	0.557	0.04323		
FIBP	0.557	0.05118		
TCFL5	0.557	0.07802		
TLR4	0.557	0.181		
CLEC4E	0.557	0.242		
OR4X2	0.557	0.492		
UCP1	0.557	0.642		
C1QTNF2	0.557	0.656		
GIF	0.557	0.722		
SLC35A3	0.557	0.895		
C16orf57	0.557	0.954		
BAK1	0.558	0.0000001		
PRMT6	0.558	0.164		
PARG	0.558	0.245		
FCER2	0.558	0.287		
BLK	0.558	0.309		
FBXL21	0.558	0.414		
RRH	0.558	0.422		
ZFHX3	0.558	0.537		
KRT78	0.558	0.767		
OR10S1	0.558	0.832		
SORBS1	0.558	0.855		
C3orf18	0.559	0.00172		
HINT2	0.559	0.06068		
TACC1	0.559	0.09955		
MMP26	0.559	0.258		
RAPH1	0.09873	0.323	YES	
PFDN5	0.559	0.43		
LOC390594	0.559	0.507		
PAK6	0.559	0.575		
CCDC62	0.559	0.649		
HABP2	0.559	0.828		
FLJ40243	0.559	0.932		
HSH2D	0.56	0.237		
C5orf46	0.56	0.377		
LRIT3	0.56	0.412		
MRPL1	0.56	0.452		
PCDH8	0.56	0.711		
METTL11A	0.56	0.724		
PEX5	0.56	0.732		
SMTNL2	0.56	0.84		
C10orf49	0.56	0.955		
TMEM87B	0.561	0.00158		
PATZ1	0.561	0.0265		
FAM168B	0.561	0.03024		
STEAP2	0.561	0.104		
NPS	0.561	0.215		
USP3	0.561	0.238		
STARD3NL	0.561	0.244		
SOX12	0.561	0.25		
EFTUD1	0.561	0.289		
ZNF438	0.834	0.325	YES	
BTC	0.561	0.517		
EPX	0.561	0.524		
GMPR	0.561	0.542		
RPS27	0.561	0.66		
GPSM2	0.561	0.664		
JMJD4	0.561	0.838		
ATP6V0B	0.561	0.87		
LMO4	0.149	0.327	YES	
ALS2	0.562	0.1086		
FLJ21075	0.562	0.14		
LENG9	0.562	0.383		
TMEM51	0.562	0.458		
ELK3	0.562	0.495		
VAT1	0.562	0.572		
IL10	0.562	0.636		
CROP	0.562	0.686		
CRYGD	0.562	0.795		
FAM110A	0.562	0.822		
C1orf142	0.562	0.838		
ATP8A2	0.562	0.867		
STAP1	0.562	0.909		
BCL2L14	0.563	0.236		
KIAA1244	0.563	0.291		
ARHGAP18	0.563	0.352		
SMARCA2	0.563	0.7		
MCM10	0.563	0.883		
RPL34	0.564	0.01452		
TAS2R7	0.564	0.08976		
CLUL1	0.564	0.217		
MKRN1	0.564	0.385		
USP20	0.564	0.407		
ING1	0.564	0.518		
STK38L	0.564	0.764		
ADPRHL2	0.564	0.796		
SLC15A2	0.565	0.000031		
ZNF697	0.565	0.01711		
PLEKHB2	0.565	0.04861		
RFK	0.565	0.09286		
PSMA8	0.565	0.121		
CCDC103	0.565	0.18		
MDK	0.565	0.262		
RHOD	0.565	0.265		
WDR7	0.565	0.271		
SLC12A1	0.565	0.331		
DOCK2	0.565	0.395		
DNASE2B	0.565	0.432		
RHBDD1	0.565	0.535		
FMO1	0.565	0.558		
TCN1	0.565	0.599		
FAM83A	0.565	0.615		
FREQ	0.565	0.623		
GABBR2	0.565	0.675		
SLC7A8	0.565	0.758		
BECN1	0.565	0.759		
PLAA	0.565	0.829		
RPA1	0.565	0.854		
SERPINB3	0.565	0.952		
SMC6	0.565	0.999		
FLJ43752	0.566	0.000001		
C11orf68	0.566	0.000614		
SPAG6	0.566	0.00999		
MPZL3	0.566	0.03276		
LPIN2	0.566	0.115		
ADSL	0.566	0.126		
FOXC1	0.566	0.233		
TH1L	0.566	0.28		YES
LMO7	0.566	0.304		
OSTbeta	0.566	0.333		
MRPL52	0.566	0.409		
LIPM	0.566	0.45		
EXOSC7	0.566	0.669		
NRG3	0.566	0.683		
FAM32A	0.566	0.866		
PKP1	0.566	0.932		
MEMO1	0.566	0.994		
ASNSD1	0.567	0.06131		
RNASE10	0.567	0.28		
SMYD2	0.567	0.286		
KANK2	0.567	0.441		
WNT16	0.567	0.522		
LRRC34	0.568	0.000016		
VGLL4	0.209	0.329	YES	
BRP44	0.568	0.273		
HPN	0.568	0.295		
NOLA1	0.568	0.398		
SOX13	0.568	0.59		
PRMT8	0.568	0.722		
EIF2C3	0.568	0.749		
TRPA1	0.568	0.968		
CACNA2D2	0.569	0.001188		
RFT1	0.569	0.282		
LCE1E	0.569	0.286		
LCE1B	0.569	0.302		
BRCA1	0.569	0.566		
C10orf141	0.569	0.593		
CALCB	0.569	0.608		
TADA2L	0.569	0.751		
SYT8	0.569	0.781		
MYT1L	0.443	0.329	YES	
DPH2	0.569	0.879		
SLC26A3	0.57	0.11008		
RNF214	0.57	0.136		
DUT	0.57	0.309		
AUTS2	0.57	0.361		
KRTAP10-11	0.57	0.369		
ACAT2	0.57	0.402		
CTSD	0.57	0.436		
PASK	0.57	0.552		
CDCP2	0.57	0.596		
OR4D2	0.57	0.623		
TUSC5	0.57	0.789		
ACHE	0.57	0.913		
TFDP2	0.57	0.949		
DRAP1	0.571	0.000649		
GPR83	0.571	0.142		
VPS41	0.571	0.204		
CHRM4	0.571	0.253		
CPLX4	0.571	0.257		
DLEC1	0.571	0.262		
ZNF415	0.571	0.307		
WDR85	0.571	0.598		
ASB6	0.571	0.672		
TEKT2	0.571	0.764		
PRR16	0.489	0.335	YES	
ZNF169	0.572	0.0505		
DDC	0.572	0.0906		
TSP50	0.572	0.127		
KCNK18	0.572	0.314		
KLF13	0.572	0.413		
SOSTDC1	0.572	0.455		
XRCC4	0.572	0.514		YES
PNPLA7	0.572	0.598		
CTNNB1	0.572	0.653		
ZNF502	0.572	0.8		
GTF2I	0.572	0.825		
UFSP1	0.572	0.888		
TBX4	0.572	0.934		
KIAA1128	0.572	0.95		
RAB3C	0.149	0.34	YES	
MAZ	0.573	0.109		
CTSZ	0.573	0.288		
PKD1L1	0.573	0.292		
LOC283867	0.573	0.364		
TDRKH	0.573	0.369		
KRTAP12-4	0.573	0.431		
GPR146	0.573	0.538		
FAM92A1	0.573	0.539		
TANK	0.573	0.622		
ARTN	0.573	0.791		
TOM1L1	0.573	0.877		
SFRS10	0.573	0.918		
MRPS18B	0.574	0.000087		
RASSF1	0.574	0.0099		
TMEM18	0.574	0.02496		
GPR115	0.574	0.11		
ProSAPiP1	0.574	0.135		
LOC283551	0.574	0.26		
GABRR1	0.574	0.364		
BVES	0.574	0.387		
TMEM182	0.965	0.34	YES	
CRYGB	0.574	0.88		
BSN	0.574	0.945		
MOG	0.575	0.0000001		
TRIM14	0.575	0.00104		
TUSC4	0.575	0.00546		
C1orf192	0.575	0.106		
CRHR2	0.575	0.129		
SOBP	0.575	0.423		
NAE1	0.575	0.652		
DEFB126	0.575	0.745		
FAM3B	0.575	0.782		
SLCO4C1	0.575	0.825		
HORMAD1	0.576	0.00543		
ELL2	0.576	0.01155		
RPP14	0.576	0.07606		
CD55	0.576	0.251		
SPAG16	0.644	0.341	YES	
KLK4	0.576	0.299		
SGSM1	0.576	0.411		
BACE2	0.576	0.557		
ETNK2	0.576	0.591		
PRRX2	0.576	0.766		
CRYGC	0.576	0.774		
HBE1	0.576	0.781		
KCTD16	0.576	0.801		
DOK2	0.576	0.816		
PCNX	0.577	0.06288		
ITPA	0.577	0.193		
SNX30	0.577	0.205		
MRPL18	0.577	0.317		
RUNX2	0.577	0.544		
CEP192	0.577	0.557		
OPN1SW	0.577	0.632		
KANK1	0.577	0.75		
OGDH	0.577	0.76		
CDH2	0.577	0.847		
TPSD1	0.577	0.909		
COL5A2	0.577	0.923		
TMEM115	0.578	0.001625		
LRRC8C	0.76	0.344	YES	
HSD17B12	0.578	0.24		
CSE1L	0.578	0.308		
CSGALNACT1	0.578	0.318		
DPY19L1	0.578	0.356		
KIAA1199	0.578	0.394		
HSPC159	0.578	0.402		
UBL3	0.578	0.488		
PCCB	0.578	0.662		
FBP1	0.578	0.677		
TXNDC3	0.578	0.706		
GRN	0.578	0.73		
FDFT1	0.578	0.734		
ST6GALNAC4	0.579	0.00606		
CD96	0.579	0.0782		
SVIP	0.579	0.127		
C10orf12	0.579	0.132		
SETD3	0.579	0.17		
SPG21	0.579	0.213		
DPP10	0.474	0.345	YES	
OR4S1	0.579	0.312		
PLCB2	0.579	0.472		
ROBO2	0.579	0.488		
C12orf10	0.579	0.601		
ST8SIA1	0.579	0.652		
ZNF77	0.579	0.67		
PPP2R3C	0.579	0.721		
DUSP14	0.579	0.747		
MTMR12	0.579	0.782		
PECAM1	0.58	0.000862		
ST13	0.58	0.01438		
PSEN2	0.58	0.02994		
KIAA1754L	0.58	0.03225		
KBTBD2	0.58	0.05649		
SMPD3	0.58	0.08849		
TP53I11	0.58	0.108		
TPM2	0.58	0.125		
AP4B1	0.58	0.188		
C9orf129	0.58	0.213		
PIAS3	0.58	0.223		
PNLDC1	0.58	0.336		
REEP2	0.58	0.389		
AFTPH	0.58	0.522		
TGFBI	0.58	0.613		
LOC440087	0.58	0.665		
TRHR	0.58	0.674		
AMMECR1L	0.58	0.715		
UNQ1940	0.581	0.296		
EFCAB7	0.581	0.367		
DUSP13	0.581	0.476		
RASGRF2	0.581	0.487		
CDH11	0.581	0.56		
INSC	0.581	0.733		
ZFP36L2	0.709	0.346	YES	
RGS9	0.581	0.795		
MICAL3	0.581	0.838		
EIF4E1B	0.581	0.856		
C10orf81	0.581	0.999		
HEMK1	0.582	0.001717		
CAPN13	0.582	0.09155		
KCNH1	0.255	0.348	YES	
HECTD3	0.582	0.122		
SCPEP1	0.582	0.208		
RNF38	0.582	0.328		
TCP1	0.582	0.368		
DMAP1	0.582	0.385		
PSMG1	0.582	0.467		
CACNA2D1	0.582	0.838		
OSBPL10	0.457	0.351	YES	
ZMYND10	0.583	0.00747		
SDHC	0.583	0.0339		
IFNG	0.583	0.06578		
USP28	0.583	0.16		
HUS1	0.583	0.405		
TNFAIP8L3	0.583	0.439		
PAXIP1	0.583	0.453		
ZNF460	0.583	0.528		
KRT86	0.583	0.582		
RPL27	0.583	0.614		
TSNAX	0.583	0.628		
SPRR2G	0.583	0.676		
CENPJ	0.583	0.909		
ZSCAN23	0.584	0.0000001		
UROD	0.584	0.122		
HBS1L	0.584	0.22		
FAM3C	0.584	0.309		
ESPL1	0.584	0.31		
KLHL30	0.584	0.4		
MED17	0.584	0.466		
FLJ11506	0.584	0.605		
CREB3L4	0.584	0.614		
OR4D1	0.584	0.621		
PLB1	0.584	0.689		
IL19	0.584	0.748		
RABEP1	0.584	0.844		
CTSW	0.585	0.04942		
TAS2R8	0.585	0.09031		
C9orf46	0.585	0.159		
PTPN22	0.585	0.276		
TJP1	0.585	0.445		
TSPO	0.585	0.476		
MSH3	0.477	0.352	YES	
CNN3	0.585	0.783		
PWWP2B	0.585	0.795		
FBXO21	0.585	0.887		
CLEC3B	0.585	0.947		
ARPM1	0.586	0.000028		
CTSS	0.586	0.00658		
AGPAT5	0.586	0.03999		
TMIE	0.586	0.114		
EFEMP2	0.586	0.204		
RPL30	0.586	0.46		
STOML1	0.586	0.468		
MCAT	0.586	0.497		
MEOX1	0.586	0.565		
DYRK2	0.586	0.772		
SPATA6	0.586	0.88		
GRIK1	0.586	0.896		
PTH2	0.587	0.00038		
TNRP	0.587	0.04473		
SLC4A10	0.587	0.04558		
ERBB2IP	0.587	0.06546		
CAPNS2	0.587	0.183		
GRAMD3	0.587	0.208		
NDEL1	0.587	0.219		
ZNF599	0.587	0.248		
ADPGK	0.587	0.383		
SRP19	0.587	0.641		
C1orf161	0.587	0.703		
PICALM	0.587	0.891		
MPZL2	0.588	0.01049		
BRPF1	0.588	0.239		
FAM46A	0.588	0.255		
LILRB1	0.588	0.828		
ZC3H7B	0.589	0.01153		
LOC642502	0.589	0.03364		
SERINC3	0.589	0.0604		
WWC2	0.233	0.353	YES	
GPR177	0.589	0.156		
KIAA1033	0.589	0.429		
C8orf47	0.589	0.661		
NEDD9	0.589	0.667		
TRIM25	0.589	0.671		
SMUG1	0.589	0.718		
KIAA1143	0.589	0.843		
NOS1AP	0.317	0.353	YES	
ZFP57	0.59	0.0000001		
NCSTN	0.59	0.03781		
SRL	0.59	0.0595		
FBXO11	0.59	0.08585		
DCLRE1B	0.59	0.171		
CSMD1	0.59	0.226		
CLDN1	0.59	0.558		
DVL3	0.59	0.681		
LRP12	0.59	0.701		
UBE2I	0.59	0.83		
RNASE7	0.59	0.887		
OPRM1	0.591	0.05999		
MSRB3	0.591	0.159		
OFCC1	0.591	0.184		
MYO3B	0.644	0.354	YES	
FMNL2	0.06204	0.355	YES	
SLAIN2	0.591	0.531		
PRX	0.591	0.541		
OR10R2	0.591	0.706		
SLC39A2	0.591	0.751		
COPZ1	0.591	0.861		
CCDC76	0.591	0.982		
DYRK1A	0.592	0.01844		
UEVLD	0.592	0.0243		
TTPAL	0.592	0.124		
CRIPT	0.592	0.12433		
TPK1	0.592	0.34		
KLK2	0.592	0.343		
KRTAP12-3	0.592	0.347		
CHD7	0.592	0.499		
ACOX3	0.759	0.356	YES	
SLC26A2	0.592	0.825		
HBD	0.592	0.852		
HBB	0.592	0.873		
HS3ST5	0.592	0.969		
RNF19A	0.593	0.001733		
GOLPH3L	0.593	0.00457		
TNFSF11	0.593	0.08805		
PPP5C	0.593	0.132		
BCS1L	0.593	0.169		
OXSR1	0.593	0.304		
COBL	0.593	0.535		
FGF5	0.593	0.576		
SCG2	0.593	0.656		
CDC42EP3	0.593	0.748		
LRIT1	0.593	0.93		
MDM2	0.594	0.0553		
COL25A1	0.735	0.359	YES	
SH3RF3	0.594	0.243		
USP13	0.594	0.264		
RPL26	0.594	0.31		
SLC18A1	0.594	0.311		
OR51L1	0.594	0.353		
CXCL1	0.594	0.479		
PARP14	0.594	0.552		
ZKSCAN3	0.595	0.000118		
RALB	0.595	0.01469		
RBP7	0.595	0.05551		
BCL2L15	0.595	0.226		
OAZ2	0.595	0.282		
HFM1	0.595	0.284		
SLC7A7	0.595	0.362		
ST3GAL1	0.595	0.673		
DSC2	0.595	0.693		
HBG2	0.595	0.832		
TMED4	0.595	0.843		
FRAS1	0.595	0.876		
C9orf106	0.595	0.883		
C12orf65	0.596	0.000528		
CCDC109B	0.596	0.118		
SLC4A11	0.596	0.175		
KIRREL	0.596	0.19		
XIRP2	0.596	0.257		
FOXD1	0.596	0.298		
SFRP1	0.596	0.362		
NSUN2	0.596	0.367		
SLC23A2	0.596	0.37		
DEPDC1B	0.596	0.518		
LIPN	0.596	0.52		
FJX1	0.596	0.57		
NDRG2	0.596	0.909		
PRKCE	0.81	0.36	YES	
LRIG1	0.916	0.362	YES	
CASP6	0.597	0.07598		
DNAJC15	0.597	0.151		
MNDA	0.597	0.215		
PARVG	0.597	0.321		
MMP13	0.597	0.49		
MRPL33	0.597	0.508		
FAM5C	0.597	0.794		
ZAP70	0.597	0.924		
CYP2C9	0.597	0.945		
AFF3	0.597	0.946		
ATF4	0.598	0.01518		
ZNF391	0.598	0.04289		
NCAPH	0.598	0.05525		
10-Sep	0.598	0.06235		
SERTAD3	0.598	0.284		
TMCO4	0.598	0.338		
LCE1D	0.598	0.365		
LOC645545	0.598	0.444		
EIF1B	0.598	0.528		
RND2	0.598	0.551		
CXCL14	0.598	0.916		
RBPJ	0.598	0.933		
DKFZp667G2110	0.598	0.996		
PSMB9	0.599	0.0000001		
GADD45G	0.599	0.07192		
TMEM41B	0.599	0.192		
BLVRB	0.599	0.307		
VANGL1	0.599	0.313		
MAP1A	0.599	0.363		
CXCR7	0.599	0.37		
SAC	0.599	0.475		
C16orf78	0.599	0.58		
HBG1	0.599	0.833		
TCL1A	0.599	0.868		
RNASE13	0.599	0.925		
LRRC39	0.599	0.975		
HSF2	0.6	0.09076		
DDIT3	0.6	0.203		
KRTAP12-2	0.6	0.226		
RRM2B	0.6	0.557		
ZNF354B	0.6	0.56		
PHF20L1	0.6	0.684		
RUNDC1	0.6	0.715		
TCL6	0.6	0.885		
CUL1	0.6	0.917		
OMA1	0.6	0.947		
C10orf99	0.6	0.975		
RBKS	0.6	0.989		
HLA-DOB	0.601	0.0000001		
PLXNC1	0.283	0.365	YES	
EFTUD2	0.601	0.212		
HIPK4	0.601	0.46		
NR3C2	0.193	0.366	YES	
OR10K1	0.601	0.615		
RAB27A	0.601	0.622		
BAIAP3	0.601	0.829		
RGR	0.601	0.907		
SERPINB4	0.601	0.953		
NDFIP2	0.601	0.989		
MXD3	0.602	0.000003		
SMPDL3B	0.02058	0.368	YES	
EYA2	0.602	0.116		
ZNF623	0.602	0.187		
CCNK	0.602	0.224		
PAPD4	0.602	0.378		
C16orf73	0.602	0.449		
LRP5L	0.602	0.47		
MRPL41	0.602	0.612		
PROL1	0.602	0.839		
THUMPD2	0.602	0.927		
BMPR2	0.603	0.09369		
PPP2R2B	0.603	0.131		
C1QL1	0.603	0.139		
LCE1A	0.603	0.237		
MT1X	0.603	0.264		
LCE1F	0.603	0.3		
KIAA0562	0.603	0.302		
BDH2	0.603	0.343		
IL20	0.603	0.377		
MTO1	0.603	0.379		
AADAT	0.603	0.505		
CHD1	0.603	0.508		
C12orf60	0.603	0.652		
NUDT17	0.603	0.713		
RAB2A	0.603	0.798		
FAM162B	0.603	0.927		
ZNF423	0.603	0.948		
NMNAT1	0.604	0.04085		
TAS2R10	0.604	0.111		
CA9	0.604	0.128		
CCDC40	0.604	0.176		
HIF3A	0.604	0.194		
TSTA3	0.604	0.259		
CTNNA3	0.604	0.283		
TTLL4	0.604	0.287		
MT1H	0.604	0.29		
PDXP	0.604	0.389		
WTAP	0.604	0.426		
LOC284100	0.604	0.459		
STAMBPL1	0.604	0.822		
ARHGAP17	0.604	0.862		
TAP2	0.605	0.0000001		
RAPGEF6	0.605	0.0026		
SMCR7L	0.605	0.01121		
C20orf116	0.605	0.159		
TP53BP1	0.605	0.369		
LYSMD3	0.605	0.414		
BIK	0.605	0.512		
ARPC1B	0.605	0.644		
CADM2	0.192	0.371	YES	
B3GALTL	0.605	0.775		
LCMT1	0.605	0.82		
SERPINA5	0.605	0.918		
FBXO36	0.605	0.949		
LSM2	0.606	0.0000001		
KRBA2	0.606	0.262		
C2orf71	0.606	0.305		
OR8I2	0.606	0.347		
AVPR1A	0.606	0.364		
GLI2	0.606	0.497		
IRF4	0.606	0.524		
NEK7	0.606	0.53		
MYO1D	0.606	0.535		YES
ZNF549	0.606	0.648		
WDR1	0.606	0.663		
PDE6A	0.606	0.665		
CHUK	0.606	0.76		
CADM4	0.606	0.886		
FAM57A	0.606	0.945		
DCTN2	0.607	0.01547		
CCDC96	0.607	0.01909		
PTPRU	0.46	0.373	YES	
ZNF142	0.607	0.196		
ZNF235	0.607	0.367		
JAKMIP1	0.607	0.406		
FOLR3	0.607	0.626		
PDCD4	0.607	0.85		
GGT6	0.607	0.943		
GEMIN4	0.607	0.953		
DBT	0.607	0.989		
TSG101	0.608	0.0136		
LRRK1	0.608	0.119		
PTTG2	0.608	0.156		
KRTAP12-1	0.608	0.254		
LCE1C	0.608	0.291		
PLAC4	0.608	0.304		
C5orf35	0.608	0.38		
AMBP	0.608	0.403		
PLEKHF2	0.608	0.46		
CLINT1	0.608	0.547		
C1orf165	0.608	0.629		
CCL24	0.608	0.967		
CDH17	0.608	0.978		
GPR78	0.609	0.07254		
PDSS1	0.609	0.133		
LOC26010	0.609	0.159		
ALOX5AP	0.609	0.266		
NAV2	0.609	0.297		
SERTAD1	0.609	0.411		
VHL	0.609	0.427		
THRB	0.04191	0.375	YES	
LGALS1	0.609	0.501		
IFI35	0.609	0.586		
C18orf45	0.609	0.828		
C1QBP	0.609	0.919		
ACACA	0.609	0.921		
PCP4	0.609	0.974		
ACP2	0.61	0.000699		
PHACTR3	0.61	0.07142		
LPGAT1	0.61	0.09395		
KCTD6	0.61	0.13		
PPP2R5A	0.153	0.377	YES	
TIGD5	0.61	0.245		
HISPPD2A	0.61	0.389		
TRIB1	0.61	0.45		
MOCS2	0.61	0.537		
CCBL2	0.61	0.953		
GUCA1B	0.611	0.02751		
NHLH1	0.611	0.04132		
RNASE8	0.611	0.246		
HOXD3	0.611	0.276		
CDS2	0.611	0.629		
TP53BP2	0.611	0.694		
RHBDL2	0.611	0.703		
GALNT3	0.611	0.781		
XPNPEP3	0.612	0.02111		
FLJ35776	0.612	0.117		
MXD1	0.612	0.139		
AGXT2L2	0.612	0.161		
FLJ10357	0.612	0.242		
C2orf68	0.825	0.378	YES	
HYI	0.612	0.555		
XKR9	0.612	0.568		
A4GALT	0.612	0.577		
FAM18B2	0.612	0.767		
FBXL15	0.612	0.998		
TMTC1	0.613	0.001651		
CLEC4A	0.613	0.01636		
